id,supl_iata,start,end,platts,value,period,unnamed__6,unnamed__7
1075,ARAB GULF FOB HIGH PRIORPM,2020-01-04,2020-04-30,ARAB GULF FOB HIGH PRIOR,86.25,PM,,
1076,HNWE  USDC.UGLPW,2020-04-28,2020-04-05,HNWE  USDC.UGL,46.41,PW,,
1077,HROTT  USDC.UGLPW,2020-04-28,2020-04-05,HROTT  USDC.UGL,48.77,PW,,
1078,HROTT  USDC.UGLPW,2020-04-28,2020-04-05,HROTT  USDC.UGL,48.77,PW,,
1079,HNWE  USDC.UGLPW,2020-04-28,2020-04-05,HNWE  USDC.UGL,46.41,PW,,
1080,FOB MED  USDC.UGLPW,2020-04-28,2020-04-05,FOB MED  USDC.UGL,27.66,PW,,
1081,MOPAG1/2M,2020-04-16,2020-04-30,MOPAG,48.79,1/2M,,
1082,EGPCPW,2020-04-17,2020-04-24,EGPC,27.5,PW,,
1083,HNWE  USDC.UGL1/2M,2020-01-05,2020-05-15,HNWE  USDC.UGL,46.64,1/2M,,
1084,HNWE  USDC.UGLPM,2020-01-05,2020-05-31,HNWE  USDC.UGL,53.98,PM,,
1085,HNWE  USDC.UGLPM,2020-01-05,2020-05-31,HNWE  USDC.UGL,53.77,PM,,
1086,ARAB GULF FOB HIGH PRIORPM,2020-01-05,2020-05-31,ARAB GULF FOB HIGH PRIOR,36.81,PM,,
1087,FOB MED  USDC.UGL1/2M,2020-01-05,2020-05-15,FOB MED  USDC.UGL,29.59,1/2M,,
1088,FOB MED  USDC.UGLPM,2020-01-05,2020-05-31,FOB MED  USDC.UGL,40.2,PM,,
1089,ISRAELI GOVT USDC.USGPM,2020-01-05,2020-05-31,ISRAELI GOVT USDC.USG,40.64,PM,,
1090,HNWE  USDC.UGLPM,2020-01-05,2020-05-31,HNWE  USDC.UGL,53.85,PM,,
1091,FOB MED  USDC.UGLPM,2020-01-05,2020-05-31,FOB MED  USDC.UGL,40.13,PM,,
1092,HNWE  USDC.UGLPM,2020-01-05,2020-05-31,HNWE  USDC.UGL,53.98,PM,,
1093,LukOIL FOB MED1/2M,2020-01-05,2020-05-15,LukOIL FOB MED,97.72,1/2M,,
1094,HNWE  USDC.UGLPW,2020-05-05,2020-11-05,HNWE  USDC.UGL,40.6,PW,,
1095,HROTT  USDC.UGLPW,2020-05-05,2020-11-05,HROTT  USDC.UGL,42.53,PW,,
1096,FOB MED  USDC.UGLPW,2020-05-05,2020-11-05,FOB MED  USDC.UGL,19.37,PW,,
1097,EGPC1/2M,2020-04-30,2020-07-05,EGPC,110.65,1/2M,,
1098,HROTT  USDC.UGLPM,2020-01-05,2020-05-31,HROTT  USDC.UGL,55.05,PM,,
1099,CIF MED USDC.UGL1/2M,2020-01-05,2020-05-15,CIF MED USDC.UGL,44.14,1/2M,,
1100,EGPCPW,2020-06-05,2020-05-13,EGPC,60,PW,,
1101,HNWE  USDC.UGLPW,2020-12-05,2020-05-18,HNWE  USDC.UGL,51.94,PW,,
1102,HROTT  USDC.UGLPW,2020-12-05,2020-05-18,HROTT  USDC.UGL,54.17,PW,,
1103,FOB MED  USDC.UGLPW,2020-12-05,2020-05-18,FOB MED  USDC.UGL,41.79,PW,,
1104,HNWE  USDC.UGLPW,2020-12-05,2020-05-18,HNWE  USDC.UGL,51.94,PW,,
1105,HROTT  USDC.UGLPW,2020-12-05,2020-05-18,HROTT  USDC.UGL,54.17,PW,,
1106,MOPAGPM,2020-01-05,2020-05-31,MOPAG,28.42,PM,,
1107,HNWE  USDC.UGL1/2M,2020-05-16,2020-05-31,HNWE  USDC.UGL,54.45,1/2M,,
1108,FOB MED  USDC.UGL1/2M,2020-05-16,2020-05-31,FOB MED  USDC.UGL,44.61,1/2M,,
1109,LukOIL FOB MED1/2M,2020-05-16,2020-05-31,LukOIL FOB MED,147.3,1/2M,,
1110,HNWE  USDC.UGLPW,2020-05-19,2020-05-25,HNWE  USDC.UGL,58.58,PW,,
1111,HROTT  USDC.UGLPW,2020-05-19,2020-05-25,HROTT  USDC.UGL,60.72,PW,,
1112,FOB MED  USDC.UGLPW,2020-05-19,2020-05-25,FOB MED  USDC.UGL,53.56,PW,,
1113,CIF MED USDC.UGL1/2M,2020-05-16,2020-05-31,CIF MED USDC.UGL,53.96,1/2M,,
1114,HNWE  USDC.UGLPW,2020-05-19,2020-05-25,HNWE  USDC.UGL,58.58,PW,,
1115,HROTT  USDC.UGLPW,2020-05-19,2020-05-25,HROTT  USDC.UGL,60.72,PW,,
1116,MOPAG1/2M,2020-05-16,2020-05-31,MOPAG,38.75,1/2M,,
1117,ARAB GULF FOB HIGH PRIORPM,2020-01-05,2020-05-31,ARAB GULF FOB HIGH PRIOR,75.76,PM,,
1118,MOPAGPM,2020-01-05,2020-05-31,MOPAG,36.76,PM,,
1119,HNWE  USDC.UGLPW,2020-05-19,2020-05-25,HNWE  USDC.UGL,58.58,PW,,
1120,FOB MED  USDC.UGLPW,2020-05-19,2020-05-25,FOB MED  USDC.UGL,53.56,PW,,
1121,MOPAGPM,2020-01-05,2020-05-31,MOPAG,47.93,PM,,
1122,HNWE  USDC.UGLPW,2020-05-26,2020-01-06,HNWE  USDC.UGL,80.45,PW,,
1123,HROTT  USDC.UGLPW,2020-05-26,2020-01-06,HROTT  USDC.UGL,83.34,PW,,
1124,HNWE  USDC.UGLPW,2020-05-26,2020-01-06,HNWE  USDC.UGL,80.45,PW,,
1125,HROTT  USDC.UGLPW,2020-05-26,2020-01-06,HROTT  USDC.UGL,83.34,PW,,
1126,HNWE  USDC.UGLPW,2020-05-26,2020-01-06,HNWE  USDC.UGL,80.45,PW,,
1127,FOB MED  USDC.UGLPW,2020-05-26,2020-01-06,FOB MED  USDC.UGL,74.69,PW,,
1128,CIF MED USDC.UGL1/2M,2020-01-05,2020-05-31,CIF MED USDC.UGL,53.48,1/2M,,
1129,HROTT  USDC.UGLPW,2020-01-06,2020-01-06,HROTT  USDC.UGL,83.34,PW,,
1130,HNWE  USDC.UGLPM,2020-01-06,2020-06-30,HNWE  USDC.UGL,67,PM,,
1131,HNWE  USDC.UGL1/2M,2020-01-06,2020-06-15,HNWE  USDC.UGL,80.97,1/2M,,
1132,LukOIL FOB MED1/2M,2020-01-06,2020-06-15,LukOIL FOB MED,239.36,1/2M,,
1133,FOB MED  USDC.UGL1/2M,2020-01-06,2020-06-15,FOB MED  USDC.UGL,72.49,1/2M,,
1134,ARAB GULF FOB HIGH PRIORPM,2020-01-06,2020-06-30,ARAB GULF FOB HIGH PRIOR,56.93,PM,,
1135,FOB MED  USDC.UGLPM,2020-01-06,2020-06-30,FOB MED  USDC.UGL,59.73,PM,,
1136,ISRAELI GOVT USDC.USGPM,2020-01-06,2020-06-30,ISRAELI GOVT USDC.USG,86.72,PM,,
1137,HROTT  USDC.UGLPM,2020-01-06,2020-06-30,HROTT  USDC.UGL,83.14,PM,,
1138,HNWE  USDC.UGLPM,2020-01-06,2020-06-30,HNWE  USDC.UGL,67.01,PM,,
1139,HNWE  USDC.UGLPW,2020-02-06,2020-08-06,HNWE  USDC.UGL,81.61,PW,,
1140,HROTT  USDC.UGLPW,2020-02-06,2020-08-06,HROTT  USDC.UGL,83.89,PW,,
1141,EGPCPW,2020-01-06,2020-06-15,EGPC,104,PW,,
1142,HROTT  USDC.UGLPW,2020-02-06,2020-08-06,HROTT  USDC.UGL,83.88,PW,,
1143,HNWE  USDC.UGLPW,2020-02-06,2020-08-06,HNWE  USDC.UGL,81.61,PW,,
1144,CIF MED USDC.UGL1/2M,2020-01-06,2020-06-15,CIF MED USDC.UGL,80.49,1/2M,,
1145,FOB MED  USDC.UGLPW,2020-02-06,2020-08-06,FOB MED  USDC.UGL,75.05,PW,,
1146,MOPAG1/2M,2020-01-06,2020-06-15,MOPAG,75.02,1/2M,,
1147,MOPAGPM,2020-01-06,2020-06-30,MOPAG,56.88,PM,,
1148,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-06,2020-06-30,ARAB GULF FOB HIGH PRIOR,95.88,1/2M,,
1149,HNWE  USDC.UGLPW,2020-09-06,2020-06-15,HNWE  USDC.UGL,87.23,PW,,
1150,HROTT  USDC.UGLPW,2020-09-06,2020-06-15,HROTT  USDC.UGL,88.06,PW,,
1151,FOB MED  USDC.UGLPW,2020-09-06,2020-06-15,FOB MED  USDC.UGL,81.27,PW,,
1152,HNWE  USDC.UGLPW,2020-06-16,2020-06-22,HNWE  USDC.UGL,95.62,PW,,
1153,HROTT  USDC.UGLPW,2020-06-16,2020-06-22,HROTT  USDC.UGL,97.47,PW,,
1154,FOB MED  USDC.UGLPW,2020-06-16,2020-06-22,FOB MED  USDC.UGL,90.7,PW,,
1155,HNWE  USDC.UGL1/2M,2020-06-16,2020-06-30,HNWE  USDC.UGL,91.72,1/2M,,
1156,HROTT  USDC.UGLPW,2020-06-16,2020-06-22,HROTT  USDC.UGL,97.47,PW,,
1157,HNWE  USDC.UGLPW,2020-06-16,2020-06-22,HNWE  USDC.UGL,95.62,PW,,
1158,EGPCPW,2020-06-16,2020-06-22,EGPC,115,PW,,
1159,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-05,2020-05-15,ARAB GULF FOB HIGH PRIOR,56.25,1/2M,,
1160,ARAB GULF FOB HIGH PRIOR1/2M,2020-05-16,2020-05-31,ARAB GULF FOB HIGH PRIOR,56.25,1/2M,,
1161,LukOIL FOB MED1/2M,2020-06-16,2020-06-30,LukOIL FOB MED,288,1/2M,,
1162,FOB MED  USDC.UGL1/2M,2020-06-16,2020-06-30,FOB MED  USDC.UGL,87.22,1/2M,,
1163,CIF MED USDC.UGL1/2M,2020-06-16,2020-06-30,CIF MED USDC.UGL,95.62,1/2M,,
1164,HNWE  USDC.UGLPW,2020-06-23,2020-06-29,HNWE  USDC.UGL,100.42,PW,,
1165,HROTT  USDC.UGLPW,2020-06-23,2020-06-29,HROTT  USDC.UGL,101.62,PW,,
1166,FOB MED  USDC.UGLPW,2020-06-23,2020-06-29,FOB MED  USDC.UGL,96.06,PW,,
1167,EGPCPW,2020-06-23,2020-06-30,EGPC,122,PW,,
1168,EGPCPW,2020-06-23,2020-06-30,EGPC,154.65,PW,,
1169,MOPAG1/2M,2020-06-16,2020-06-30,MOPAG,90.8,1/2M,,
1170,ARAB GULF FOB HIGH PRIORPM,2020-01-06,2020-06-30,ARAB GULF FOB HIGH PRIOR,129.74,PM,,
1171,MOPAGPM,2020-06-16,2020-06-30,MOPAG,56.88,PM,,
1172,MOPAGPM,2020-01-06,2020-06-15,MOPAG,56.88,PM,,
1173,HNWE  USDC.UGLPW,2020-06-30,2020-06-07,HNWE  USDC.UGL,101.63,PW,,
1174,HROTT  USDC.UGLPW,2020-06-30,2020-06-07,HROTT  USDC.UGL,104.25,PW,,
1175,FOB MED  USDC.UGLPW,2020-06-30,2020-06-07,FOB MED  USDC.UGL,97.06,PW,,
1176,HNWE  USDC.UGLPM,2020-01-07,2020-07-31,HNWE  USDC.UGL,96.63,PM,,
1177,HNWE  USDC.UGL1/2M,2020-01-07,2020-07-15,HNWE  USDC.UGL,101.63,1/2M,,
1178,LukOIL FOB MED1/2M,2020-01-07,2020-07-15,LukOIL FOB MED,320.45,1/2M,,
1179,FOB MED  USDC.UGL1/2M,2020-01-07,2020-07-15,FOB MED  USDC.UGL,97.04,1/2M,,
1180,FOB MED  USDC.UGLPM,2020-01-07,2020-07-31,FOB MED  USDC.UGL,91.65,PM,,
1181,CIF MED USDC.UGL1/2M,2020-01-07,2020-07-15,CIF MED USDC.UGL,101.08,1/2M,,
1182,FOB MED  USDC.UGLPM,2020-01-07,2020-07-31,FOB MED  USDC.UGL,97.06,PM,,
1183,ARAB GULF FOB HIGH PRIORPM,2020-01-07,2020-07-31,ARAB GULF FOB HIGH PRIOR,93.9,PM,,
1184,HROTT  USDC.UGLPM,2020-01-07,2020-07-31,HROTT  USDC.UGL,104.25,PM,,
1185,ISRAELI GOVT USDC.USGPM,2020-01-07,2020-07-31,ISRAELI GOVT USDC.USG,107.03,PM,,
1186,HNWE  USDC.UGLPW,2020-07-07,2020-07-13,HNWE  USDC.UGL,102.06,PW,,
1187,HROTT  USDC.UGLPW,2020-07-07,2020-07-13,HROTT  USDC.UGL,104.11,PW,,
1188,FOB MED  USDC.UGLPW,2020-07-07,2020-07-13,FOB MED  USDC.UGL,97.77,PW,,
1189,HNWE  USDC.UGLPW,2020-07-14,2020-07-20,HNWE  USDC.UGL,105.4,PW,,
1190,HROTT  USDC.UGLPW,2020-07-14,2020-07-20,HROTT  USDC.UGL,106.31,PW,,
1191,FOB MED  USDC.UGLPW,2020-07-14,2020-07-20,FOB MED  USDC.UGL,101.51,PW,,
1192,EGPCPW,2020-07-14,2020-07-20,EGPC,124,PW,,
1193,EGPCPW,2020-07-14,2020-07-20,EGPC,159.65,PW,,
1194,HNWE  USDC.UGL1/2M,2020-07-16,2020-07-31,HNWE  USDC.UGL,104.75,1/2M,,
1195,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-07,2020-07-31,ARAB GULF FOB HIGH PRIOR,132.85,1/2M,,
1196,LukOIL FOB MED1/2M,2020-07-16,2020-07-31,LukOIL FOB MED,332.58,1/2M,,
1197,FOB MED  USDC.UGL1/2M,2020-07-16,2020-07-31,FOB MED  USDC.UGL,100.72,1/2M,,
1198,CIF MED USDC.UGL1/2M,2020-07-16,2020-07-31,CIF MED USDC.UGL,105.4,1/2M,,
1199,HNWE  USDC.UGLPW,2020-07-21,2020-07-27,HNWE  USDC.UGL,105.54,PW,,
1200,HROTT  USDC.UGLPW,2020-07-21,2020-07-27,HROTT  USDC.UGL,106.34,PW,,
1201,FOB MED  USDC.UGLPW,2020-07-21,2020-07-27,FOB MED  USDC.UGL,101.9,PW,,
1202,HNWE  USDC.UGLPW,2020-07-28,2020-03-08,HNWE  USDC.UGL,107.98,PW,,
1203,HROTT  USDC.UGLPW,2020-07-28,2020-03-08,HROTT  USDC.UGL,108.88,PW,,
1204,FOB MED  USDC.UGLPW,2020-07-28,2020-03-08,FOB MED  USDC.UGL,104.34,PW,,
1205,EGPCPW,2020-07-28,2020-03-08,EGPC,126,PW,,
1206,HNWE  USDC.UGLPM,2020-01-08,2020-08-31,HNWE  USDC.UGL,105.57,PM,,
1207,HNWE  USDC.UGL1/2M,2020-01-08,2020-08-15,HNWE  USDC.UGL,106.32,1/2M,,
1208,ARAB GULF FOB HIGH PRIORPM,2020-01-08,2020-08-31,ARAB GULF FOB HIGH PRIOR,101.26,PM,,
1209,FOB MED  USDC.UGLPM,2020-01-08,2020-08-31,FOB MED  USDC.UGL,101.73,PM,,
1210,FOB MED  USDC.UGL1/2M,2020-01-08,2020-08-15,FOB MED  USDC.UGL,102.69,1/2M,,
1211,ISRAELI GOVT USDC.USGPM,2020-01-08,2020-08-31,ISRAELI GOVT USDC.USG,107.03,PM,,
1212,LukOIL FOB MED1/2M,2020-01-08,2020-08-15,LukOIL FOB MED,338.64,1/2M,,
1213,HNWE  USDC.UGLPW,2020-04-08,2020-10-08,HNWE  USDC.UGL,104.95,PW,,
1214,HROTT  USDC.UGLPW,2020-04-08,2020-10-08,HROTT  USDC.UGL,106.66,PW,,
1215,FOB MED  USDC.UGLPW,2020-04-08,2020-10-08,FOB MED  USDC.UGL,101.31,PW,,
1216,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-08,2020-08-31,ARAB GULF FOB HIGH PRIOR,101.26,1/2M,,
1217,CIF MED USDC.UGL1/2M,2020-01-08,2020-08-15,CIF MED USDC.UGL,105.87,1/2M,,
1218,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-08,2020-08-15,ARAB GULF FOB HIGH PRIOR,140.2,1/2M,,
1219,HNWE  USDC.UGLPW,2020-11-08,2020-08-17,HNWE  USDC.UGL,106.96,PW,,
1220,HROTT  USDC.UGLPW,2020-11-08,2020-08-17,HROTT  USDC.UGL,108.41,PW,,
1221,FOB MED  USDC.UGLPW,2020-11-08,2020-08-17,FOB MED  USDC.UGL,103.33,PW,,
1222,EGPCPW,2020-04-08,2020-08-18,EGPC,164.65,PW,,
1223,EGPCPW,2020-08-13,2020-08-20,EGPC,126,PW,,
1224,HNWE  USDC.UGL1/2M,2020-08-16,2020-08-31,HNWE  USDC.UGL,106.51,1/2M,,
1225,LukOIL FOB MED1/2M,2020-08-16,2020-08-31,LukOIL FOB MED,337.48,1/2M,,
1226,FOB MED  USDC.UGL1/2M,2020-08-16,2020-08-31,FOB MED  USDC.UGL,102.2,1/2M,,
1227,HNWE  USDC.UGLPW,2020-08-18,2020-08-24,HNWE  USDC.UGL,106.05,PW,,
1228,HROTT  USDC.UGLPW,2020-08-18,2020-08-24,HROTT  USDC.UGL,107.04,PW,,
1229,FOB MED  USDC.UGLPW,2020-08-18,2020-08-24,FOB MED  USDC.UGL,102.33,PW,,
1230,HNWE  USDC.UGLPW,2020-08-25,2020-08-31,HNWE  USDC.UGL,104.3,PW,,
1231,HROTT  USDC.UGLPW,2020-08-25,2020-08-31,HROTT  USDC.UGL,105.01,PW,,
1232,FOB MED  USDC.UGLPW,2020-08-25,2020-08-31,FOB MED  USDC.UGL,100.66,PW,,
1233,EGPCPW,2020-08-25,2020-09-14,EGPC,124,PW,,
1234,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-08,2020-08-31,ARAB GULF FOB HIGH PRIOR,140.21,1/2M,,
1235,MOPAG1/2M,2020-08-16,2020-08-31,MOPAG,99.9,1/2M,,
1236,MOPAGPM,2020-01-08,2020-08-31,MOPAG,101.21,PM,,
1237,HROTT  USDC.UGLPW,2020-01-09,2020-07-09,HROTT  USDC.UGL,104.79,PW,,
1238,HNWE  USDC.UGLPW,2020-01-09,2020-07-09,HNWE  USDC.UGL,103.4,PW,,
1239,HNWE  USDC.UGLPM,2020-01-09,2020-09-30,HNWE  USDC.UGL,105.18,PM,,
1240,HNWE  USDC.UGL1/2M,2020-01-09,2020-09-15,HNWE  USDC.UGL,103.85,1/2M,,
1241,LukOIL FOB MED1/2M,2020-01-09,2020-09-15,LukOIL FOB MED,327.72,1/2M,,
1242,FOB MED  USDC.UGL1/2M,2020-01-09,2020-09-15,FOB MED  USDC.UGL,99.24,1/2M,,
1243,HNWE  USDC.UGLPW,2020-01-09,2020-07-09,HNWE  USDC.UGL,103.4,PW,,
1244,HROTT  USDC.UGLPW,2020-01-09,2020-07-09,HROTT  USDC.UGL,104.8,PW,,
1245,FOB MED  USDC.UGLPW,2020-01-09,2020-07-09,FOB MED  USDC.UGL,99.45,PW,,
1246,ARAB GULF FOB HIGH PRIORPM,2020-01-09,2020-09-30,ARAB GULF FOB HIGH PRIOR,98.68,PM,,
1247,ISRAELI GOVT USDC.USGPM,2020-01-09,2020-09-30,ISRAELI GOVT USDC.USG,109.07,PM,,
1248,FOB MED  USDC.UGLPM,2020-01-09,2020-09-30,FOB MED  USDC.UGL,101.37,PM,,
1249,HROTT  USDC.UGLPM,2020-01-09,2020-09-30,HROTT  USDC.UGL,162.56,PM,,
1250,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-09,2020-09-15,ARAB GULF FOB HIGH PRIOR,137.76,1/2M,,
1251,ARAB GULF FOB HIGH PRIOR1/2M,2020-09-16,2020-09-30,ARAB GULF FOB HIGH PRIOR,137.76,1/2M,,
1252,MOPAG1/2M,2020-01-09,2020-09-15,MOPAG,97.57,1/2M,,
1253,MOPAGPM,2020-01-09,2020-09-30,MOPAG,98.63,PM,,
1254,CIF MED USDC.UGL1/2M,2020-01-09,2020-09-15,CIF MED USDC.UGL,103.39,1/2M,,
1255,EGPC1/2M,2020-02-09,2020-09-16,EGPC,122,1/2M,,
1256,HNWE  USDC.UGLPW,2020-08-09,2020-09-14,HNWE  USDC.UGL,97.17,PW,,
1257,HROTT  USDC.UGLPW,2020-08-09,2020-09-14,HROTT  USDC.UGL,98.89,PW,,
1258,FOB MED  USDC.UGLPW,2020-08-09,2020-09-14,FOB MED  USDC.UGL,91.68,PW,,
1259,CIF MED USDC.UGL1/2M,2020-08-16,2020-08-31,CIF MED USDC.UGL,106.04,1/2M,,
1260,EGPCPM,2020-03-09,2020-09-17,EGPC,159.65,PM,,
1261,HNWE  USDC.UGLPW,2020-09-15,2020-09-21,HNWE  USDC.UGL,90.67,PW,,
1262,HROTT  USDC.UGLPW,2020-09-15,2020-09-21,HROTT  USDC.UGL,91.99,PW,,
1263,FOB MED  USDC.UGLPW,2020-09-15,2020-09-21,FOB MED  USDC.UGL,84.17,PW,,
1264,LukOIL FOB MED1/2M,2020-09-16,2020-09-30,LukOIL FOB MED,286.93,1/2M,,
1265,FOB MED  USDC.UGL1/2M,2020-09-16,2020-09-30,FOB MED  USDC.UGL,86.89,1/2M,,
1266,EGPCPW,2020-09-17,2020-09-30,EGPC,113,PW,,
1267,HNWE  USDC.UGL1/2M,2020-09-16,2020-09-30,HNWE  USDC.UGL,93.09,1/2M,,
1268,CIF MED USDC.UGL1/2M,2020-09-16,2020-09-30,CIF MED USDC.UGL,92.62,1/2M,,
1269,HNWE  USDC.UGLPW,2020-09-22,2020-09-28,HNWE  USDC.UGL,94.89,PW,,
1270,HROTT  USDC.UGLPW,2020-09-22,2020-09-28,HROTT  USDC.UGL,95.8,PW,,
1271,FOB MED  USDC.UGLPW,2020-09-22,2020-09-28,FOB MED  USDC.UGL,89.17,PW,,
1272,EGPCPW,2020-09-24,2020-08-10,EGPC,112,PW,,
1273,HNWE  USDC.UGLPW,2020-09-29,2020-05-10,HNWE  USDC.UGL,95.41,PW,,
1274,HROTT  USDC.UGLPW,2020-09-29,2020-05-10,HROTT  USDC.UGL,97.29,PW,,
1275,FOB MED  USDC.UGLPW,2020-09-29,2020-05-10,FOB MED  USDC.UGL,90.76,PW,,
1276,HNWE  USDC.UGLPM,2020-01-10,2020-10-31,HNWE  USDC.UGL,94.64,PM,,
1277,HNWE  USDC.UGL1/2M,2020-01-10,2020-10-15,HNWE  USDC.UGL,96.2,1/2M,,
1278,LukOIL FOB MED1/2M,2020-01-10,2020-10-15,LukOIL FOB MED,304.2,1/2M,,
1279,FOB MED  USDC.UGL1/2M,2020-01-10,2020-10-15,FOB MED  USDC.UGL,92.12,1/2M,,
1280,FOB MED  USDC.UGLPM,2020-01-10,2020-10-31,FOB MED  USDC.UGL,89.32,PM,,
1281,ARAB GULF FOB HIGH PRIORPM,2020-01-10,2020-10-31,ARAB GULF FOB HIGH PRIOR,89.77,PM,,
1282,CIF MED USDC.UGL1/2M,2020-01-10,2020-10-15,CIF MED USDC.UGL,95.74,1/2M,,
1283,ISRAELI GOVT USDC.USGPM,2020-01-10,2020-10-31,ISRAELI GOVT USDC.USG,101.44,PM,,
1284,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-09,2020-09-30,ARAB GULF FOB HIGH PRIOR,137.63,1/2M,,
1285,MOPAG1/2M,2020-09-16,2020-09-30,MOPAG,87.74,1/2M,,
1286,HNWE  USDC.UGLPW,2020-06-10,2020-12-10,HNWE  USDC.UGL,94.88,PW,,
1287,HROTT  USDC.UGLPW,2020-06-10,2020-12-10,HROTT  USDC.UGL,97.53,PW,,
1288,FOB MED  USDC.UGLPW,2020-06-10,2020-12-10,FOB MED  USDC.UGL,91.33,PW,,
1289,ARAB GULF FOB HIGH PRIORPM,2020-01-10,2020-10-31,ARAB GULF FOB HIGH PRIOR,137.63,PM,,
1290,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-10,2020-10-15,ARAB GULF FOB HIGH PRIOR,128.73,1/2M,,
1291,HROTT  USDC.UGLPM,2020-01-10,2020-10-31,HROTT  USDC.UGL,152.55,PM,,
1292,HNWE  USDC.UGLPW,2020-10-13,2020-10-19,HNWE  USDC.UGL,102.02,PW,,
1293,HROTT  USDC.UGLPW,2020-10-13,2020-10-19,HROTT  USDC.UGL,103.72,PW,,
1294,FOB MED  USDC.UGLPW,2020-10-13,2020-10-19,FOB MED  USDC.UGL,98.86,PW,,
1295,ARAB GULF FOB HIGH PRIOR1/2M,2020-10-16,2020-10-31,ARAB GULF FOB HIGH PRIOR,128.73,1/2M,,
1296,EGPCPM,2020-01-10,2020-10-31,EGPC,116,PM,,
1297,MOPAGPM,2020-01-10,2020-10-31,MOPAG,99,PM,,
1298,MOPAG1/2M,2020-01-10,2020-10-15,MOPAG,99,1/2M,,
1299,LukOIL FOB MED1/2M,2020-10-16,2020-10-31,LukOIL FOB MED,319.25,1/2M,,
1300,FOB MED  USDC.UGL1/2M,2020-10-16,2020-10-31,FOB MED  USDC.UGL,96.68,1/2M,,
1301,HNWE  USDC.UGL1/2M,2020-10-16,2020-10-31,HNWE  USDC.UGL,100.47,1/2M,,
1302,HNWE  USDC.UGLPW,2020-10-20,2020-10-26,HNWE  USDC.UGL,102.65,PW,,
1303,HROTT  USDC.UGLPW,2020-10-20,2020-10-26,HROTT  USDC.UGL,103.74,PW,,
1304,FOB MED  USDC.UGLPW,2020-10-20,2020-10-26,FOB MED  USDC.UGL,99.57,PW,,
1305,CIF MED USDC.UGL1/2M,2020-10-16,2020-10-31,CIF MED USDC.UGL,100.01,1/2M,,
1306,HNWE  USDC.UGLPW,2020-10-27,2020-02-11,HNWE  USDC.UGL,102.81,PW,,
1307,HROTT  USDC.UGLPW,2020-10-27,2020-02-11,HROTT  USDC.UGL,103.71,PW,,
1308,FOB MED  USDC.UGLPW,2020-10-27,2020-02-11,FOB MED  USDC.UGL,99.51,PW,,
1309,EGPCPW,2020-10-27,2020-09-10,EGPC,122,PW,,
1310,EGPC1/2M,2020-10-27,2020-09-10,EGPC,122,1/2M,,
1311,MOPAG1/2M,2020-10-16,2020-10-31,MOPAG,96.21,1/2M,,
1312,HNWE  USDC.UGLPM,2020-01-11,2020-11-30,HNWE  USDC.UGL,100.18,PM,,
1313,FOB MED  USDC.UGLPM,2020-01-11,2020-11-30,FOB MED  USDC.UGL,96.82,PM,,
1314,ARAB GULF FOB HIGH PRIORPM,2020-01-11,2020-11-30,ARAB GULF FOB HIGH PRIOR,95.47,PM,,
1315,ISRAELI GOVT USDC.USGPM,2020-01-11,2020-11-30,ISRAELI GOVT USDC.USG,106.29,PM,,
1316,HNWE  USDC.UGL1/2M,2020-01-11,2020-11-15,HNWE  USDC.UGL,99.89,1/2M,,
1317,LukOIL FOB MED1/2M,2020-01-11,2020-11-15,LukOIL FOB MED,320.52,1/2M,,
1318,FOB MED  USDC.UGL1/2M,2020-01-11,2020-11-15,FOB MED  USDC.UGL,97.06,1/2M,,
1319,HROTT  USDC.UGLPM,2020-01-11,2020-11-30,HROTT  USDC.UGL,101.2,PM,,
1320,HNWE  USDC.UGLPW,2020-03-11,2020-09-11,HNWE  USDC.UGL,96.18,PW,,
1321,HROTT  USDC.UGLPW,2020-03-11,2020-09-11,HROTT  USDC.UGL,98.21,PW,,
1322,FOB MED  USDC.UGLPW,2020-03-11,2020-09-11,FOB MED  USDC.UGL,92.61,PW,,
1323,CIF MED USDC.UGL1/2M,2020-01-11,2020-11-15,CIF MED USDC.UGL,99.43,1/2M,,
1324,EGPCPW,2020-04-11,2020-12-11,EGPC,119,PW,,
1325,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-11,2020-11-15,ARAB GULF FOB HIGH PRIOR,134.43,1/2M,,
1326,HNWE  USDC.UGLPW,2020-10-11,2020-11-16,HNWE  USDC.UGL,98.65,PW,,
1327,HROTT  USDC.UGLPW,2020-10-11,2020-11-16,HROTT  USDC.UGL,99.72,PW,,
1328,FOB MED  USDC.UGLPW,2020-10-11,2020-11-16,FOB MED  USDC.UGL,95.06,PW,,
1329,MOPAG1/2M,2020-01-11,2020-11-15,MOPAG,94.65,1/2M,,
1330,MOPAGPM,2020-01-11,2020-11-30,MOPAG,95.43,PM,,
